一人	ja
özür	tr
pasar	es
atrás	pt
poder	es
会社	ja
невозможно	ru
вина	ru
dá	pt
probleme	de
fest	de
río	es
ê	ku
bay	tr
ca	ro
店	ja
nikdy	cs
映画	ja
голос	ru
医者	ja
punto	it
少年	ja
kwa	tn
утро	ru
мен	kk
پر	ur
corazón	es
mare	it
дерево	ru
olsun	tr
pois	pt
sommer	de
passar	pt
bild	de
lust	de
mums	lt
ut	sv
ol	tr
juntos	pt
大学	ja
ouvir	pt
এই	bn
چه	fa
次	ja
sinn	de
寝	ja
olin	fi
काम	mr
hände	de
прекрасно	ru
ido	es
péter	hu
pensar	pt
classe	fr
kuka	fi
大	ja
eller	da
elke	de
道	ja
生活	ja
suficiente	pt
vet	sv
único	es
頭	ja
klar	de
学生	ja
試験	ja
animais	pt
息子	ja
注意	ja
джон	ru
girdi	tr
schuld	de
koko	fi
deed	nl
legge	it
ją	lt
tenis	tr
genre	fr
mar	pt
ait	fr
आज	mr
運転	ja
cas	fr
gare	fr
顔	ja
mês	pt
år	da
以上	ja
lachen	de
altı	tr
lage	de
人間	ja
mire	hu
मेरी	mr
estados	pt
âge	fr
人々	ja
moja	pl
недели	ru
primer	es
心	ja
gedacht	de
dur	fr
夜	ja
saan	tl
数	ja
rede	de
eerste	nl
engels	nl
pied	fr
pasa	es
hele	nl
importa	it
chce	pl
саду	ru
ingen	da
所	ja
町	ja
cansado	pt
segundo	pt
ocupado	pt
ndị	ig
ဗ	my
pár	hu
mamma	it
猫	ja
manche	de
york	en
moje	pl
eilen	fi
毎日	ja
каже	uk
мною	uk
nadar	pt
examen	es
aula	pt
luft	de
oras	tl
তিনি	bn
៏	km
queremos	pt
история	ru
ziel	de
finalmente	it
едва	ru
televisión	es
outras	pt
ty	cs
gå	sv
出発	ja
物	ja
तीन	mr
presente	pt
ika	tl
朝	ja
estes	pt
serio	it
音楽	ja
៊	km
entrar	pt
vio	es
pommes	fr
東京	ja
jums	lt
уроки	ru
bez	pl
ana	tr
acht	de
sence	tr
esi	lt
飛行	ja
toe	nl
dank	de
luce	it
力	ja
море	ru
existe	pt
花	ja
館	ja
glas	de
largo	es
sau	ro
هیچ	fa
bel	it
健康	ja
pat	lt
taal	nl
имам	mk
известно	ru
dito	tl
全部	ja
çay	tr
suka	ha
bilir	tr
hvis	da
tule	fi
zarar	tr
ради	ru
女性	ja
هم	fa
bahasa	id
山	ja
sú	sk
سال	fa
cent	fr
料理	ja
回	ja
家族	ja
意味	ja
له	ps
木	ja
сша	ru
काल	mr
hak	tr
tare	ha
最近	ja
生徒	ja
aka	ha
laut	de
perdido	es
雪	ja
tahu	id
calor	es
質問	ja
vera	it
写真	ja
川	ja
иду	ru
рада	ru
futuro	it
約束	ja
tras	es
cielo	es
両親	ja
única	pt
mil	pt
大変	ja
corpo	pt
gör	sv
心配	ja
非常	ja
gebracht	de
साथ	hi
говоря	ru
както	ru
bụ	ig
理解	ja
bao	vi
чему	ru
minut	fi
関係	ja
hen	nl
болен	ru
rapidamente	it
pod	pl
alta	it
neve	it
henne	sv
動物	ja
失敗	ja
jen	cs
italiano	it
意見	ja
列車	ja
ៈ	km
saúde	pt
hari	id
電車	ja
時計	ja
jai	lt
купив	uk
niemanden	de
sapatos	pt
sorte	fr
dessa	pt
tasche	de
проблем	ru
probleem	nl
fou	fr
podia	pt
pieno	it
pietro	en
robe	fr
外国	ja
regnet	de
té	es
età	it
penna	it
бил	mk
países	pt
eden	tr
autobus	it
игра	ru
親切	ja
説明	ja
вечер	ru
людям	ru
يا	ar
uz	lv
ان	sd
hvem	da
頃	ja
sete	pt
право	ru
mina	en
né	fr
innen	hu
口	ja
၀	my
性	ja
firma	de
sulle	it
wachten	nl
窓	ja
হয়।	bn
sentido	es
muri	rw
二人	ja
esas	es
ឈ	km
警察	ja
шанс	ru
tocar	pt
süt	tr
兄	ja
試合	ja
thema	de
夢	ja
levar	pt
pequena	pt
rica	tr
cura	it
небо	ru
bici	it
天気	ja
友人	ja
یا	fa
週間	ja
nam	pl
人生	ja
kleiner	de
mama	de
دو	fa
mur	fr
一生	ja
tror	da
三	ja
papel	pt
上手	ja
minuto	it
frases	pt
дам	ru
usando	pt
må	da
出来	ja
paz	pt
grands	fr
外	ja
studenten	de
onkel	de
claro	pt
десяти	ru
mun	ha
tó	yo
声	ja
mme	tn
点	ja
ဇ	my
vás	cs
forme	fr
anak	tl
服	ja
皆	ja
deur	nl
sam	pl
rico	es
結果	ja
音	ja
ឋ	km
rot	de
nero	it
場所	ja
чувство	ru
pera	tl
duro	es
ọ	ig
наше	ru
生	ja
自転	ja
ته	sd
kilo	tr
europa	de
пред	mk
brille	de
fan	en
niego	pl
bons	fr
懸命	ja
suyu	tr
casar	pt
mele	it
земля	ru
страшно	ru
宿題	ja
時代	ja
искал	ru
mut	de
ဉ	my
телефону	ru
фома	ru
十分	ja
重要	ja
娘	ja
bord	fr
wata	ha
ken	nl
bil	da
дала	ru
amerika	de
strand	de
сон	ru
разом	uk
努力	ja
maak	nl
nám	cs
日曜	ja
дорога	ru
体	ja
baş	tr
dili	tr
roma	it
絵	ja
円	ja
голова	ru
campo	es
小説	ja
raz	pl
resmi	tr
парке	ru
ia	pt
予定	ja
bas	fr
papier	fr
足	ja
夏	ja
quê	pt
нож	ru
ก็	th
sona	tr
mond	de
malo	es
dom	pl
危険	ja
第	ja
наших	ru
公園	ja
食事	ja
politik	de
万	ja
実	ja
भाषा	hi
saben	es
vestido	es
amiga	pt
lief	de
petits	fr
costa	it
simples	pt
理由	ja
pra	pt
приятно	ru
最初	ja
自由	ja
assunto	pt
får	sv
centro	it
簡単	ja
新聞	ja
готова	ru
eier	de
dà	it
ဦ	my
tussen	nl
bela	pt
бих	sr
hab	de
весело	ru
এটা	as
út	hu
船	ja
samen	nl
совет	ru
dagen	nl
ambos	pt
medicina	it
avô	pt
eis	de
l'accident	fr
aquella	es
morir	es
баш	mk
доволен	ru
úr	hu
午後	ja
caro	pt
какоето	ru
ៗ	km
cantar	pt
tust	de
itse	fi
قبل	ar
lista	es
farei	it
嘘	ja
camisa	pt
forza	it
昔	ja
àti	yo
yake	ha
授業	ja
нашу	ru
vide	fr
abu	ha
også	da
verte	es
lis	fr
знаеш	mk
bor	da
patron	fr
lentamente	it
少女	ja
辞書	ja
коробку	ru
čas	cs
направи	mk
rahat	tr
ani	cs
dê	pt
sistema	pt
сад	ru
tokio	es
monta	fi
menjadi	id
妻	ja
tiek	lt
teus	pt
tirar	pt
興味	ja
wou	nl
deixa	pt
姉	ja
ovos	pt
число	ru
видите	ru
суп	ru
autos	de
enige	nl
celular	pt
tin	vi
avis	fr
靴	ja
discours	fr
風	ja
dingen	nl
eigen	nl
وجود	fa
incidente	it
работи	mk
lua	pt
responder	pt
dame	de
有名	ja
場合	ja
ဓ	my
justo	es
書	ja
背	ja
famoso	it
nave	it
気分	ja
belli	tr
ها	fa
sabemos	pt
barco	es
pont	hu
ahụ	ig
giù	it
箱	ja
дорого	ru
ingles	tl
सुंदर	mr
魚	ja
empresa	pt
frequentemente	pt
olmuş	tr
berg	de
最後	ja
様	ja
元気	ja
ឃ	km
včera	cs
hvordan	da
честно	ru
rato	es
dị	ig
薬	ja
passa	pt
programma	it
جا	sd
hart	de
sente	it
反対	ja
研究	ja
рече	mk
luna	es
една	mk
vê	pt
事実	ja
kunde	sv
milieu	fr
空	ja
鳥	ja
vendo	pt
volk	de
jane	en
歌	ja
言語	ja
ឯ	km
значение	ru
conseguir	pt
mundial	pt
会議	ja
誕生	ja
chyba	pl
queres	pt
koji	bs
hemd	de
野球	ja
別	ja
客	ja
弟	ja
今夜	ja
散歩	ja
海	ja
semua	id
戦争	ja
голове	ru
mennesker	da
papa	de
stále	cs
parís	es
súa	gl
rende	it
arte	pt
lever	fr
方法	ja
鍵	ja
allemand	fr
妹	ja
inteligente	pt
bo	tn
以前	ja
夕食	ja
風邪	ja
母親	ja
tenga	es
terminado	es
០	km
uso	pt
idi	tr
koffer	de
oleh	id
sám	cs
invité	fr
viste	it
cine	es
大切	ja
政治	ja
вашим	ru
роман	ru
مان	sd
ศ	th
到着	ja
mau	pt
roupa	pt
cât	ro
oğlu	tr
arme	de
学	ja
chover	pt
sr	pt
kao	bs
siden	da
पास	hi
行動	ja
ឿ	km
temu	pl
cel	ro
musím	cs
artikel	de
pedi	pt
очевидно	ru
今年	ja
oktober	de
ponte	it
価値	ja
vă	ro
г	bg
役	ja
estudantes	pt
богат	ru
نه	fa
tomu	cs
cambio	es
contrario	it
kot	sl
พ	th
عام	ar
juan	es
facilmente	it
दे	mr
тело	ru
lärm	de
resto	it
každý	cs
seconde	fr
norte	pt
encontrado	es
satu	id
責任	ja
било	mk
ходили	ru
larga	es
londres	fr
昨夜	ja
kale	so
feier	de
yumurta	tr
euro	de
文	ja
酒	ja
gehad	nl
silah	tr
normale	it
父親	ja
juo	lt
пари	mk
нового	ru
出席	ja
女	ja
américa	pt
novos	pt
когото	ru
太陽	ja
市	ja
читаю	ru
他人	ja
提案	ja
години	mk
bli	sv
tê	ku
alma	pt
oro	es
contento	it
利用	ja
準備	ja
badan	so
sal	es
vaso	es
قرار	fa
mana	id
似	ja
isla	tl
halt	en
正直	ja
força	pt
personen	de
連絡	ja
冬	ja
vol	fr
現在	ja
科学	ja
fac	ro
buwan	tl
lagi	id
dura	it
лица	ru
hver	da
paulo	pt
жив	ru
mene	fi
交通	ja
身	ja
nad	pl
今朝	ja
席	ja
病院	ja
部	ja
mojej	pl
matemática	pt
guitare	fr
gal	lt
прави	mk
lese	de
laver	fr
月曜	ja
musí	cs
sud	fr
賛成	ja
銀行	ja
apartamento	pt
先	ja
帽子	ja
庭	ja
耳	ja
recente	it
cartas	pt
дерева	ru
света	ru
regel	de
gegaan	nl
«а	ru
бога	ru
batho	tn
сигурен	mk
kamera	de
絶対	ja
náà	yo
突然	ja
運動	ja
ваших	ru
proposta	it
៌	km
дому	ru
digo	es
junto	es
tema	es
niveau	fr
ឱ	km
dus	nl
след	bg
amerikaner	de
russland	de
pausa	it
経験	ja
ဏ	my
tornar	pt
лично	ru
utile	fr
innocente	it
全然	ja
написано	ru
exemple	fr
氏	ja
hallo	de
満足	ja
घर	mr
piso	es
実際	ja
seda	et
irin	ha
社会	ja
случи	mk
humano	pt
тим	uk
italien	de
partes	es
机	ja
problemen	nl
bola	pt
eh	fr
iz	hr
十	ja
経済	ja
знак	ru
spiegel	de
今度	ja
年間	ja
情報	ja
親	ja
continuar	pt
monte	pt
空港	ja
道路	ja
pats	lt
pizzeria	tl
telefonu	tr
adresse	fr
図書	ja
士	ja
ach	de
funciona	es
obra	es
voie	fr
髪	ja
enorme	pt
боли	ru
otec	cs
principio	es
地球	ja
preto	pt
успех	ru
reis	de
público	es
idiota	it
texte	fr
baik	id
उत्तर	hi
voel	nl
видео	ru
زبان	fa
воздух	ru
favorito	pt
সময়	bn
senti	fr
名	ja
lago	it
大丈夫	ja
来週	ja
lata	pl
normalmente	pt
tabi	tl
taksi	tr
menti	fr
pies	pl
bolsa	pt
парк	ru
事件	ja
傘	ja
bilder	de
schatten	de
nul	fr
париж	ru
番	ja
gada	lv
душ	ru
då	sv
自動	ja
普通	ja
tranne	it
政府	ja
ماری	ku
podes	pt
sanya	ha
lavar	pt
២	km
poucos	pt
tanta	pt
nummer	de
bukan	id
राजधानी	mr
करते	hi
世話	ja
valor	es
cultura	it
外出	ja
相手	ja
老人	ja
tente	pt
пляж	ru
başını	tr
tante	de
времена	ru
желание	ru
آخر	ar
返事	ja
ден	mk
kalan	tr
amies	fr
teoria	it
長	ja
ber	ku
mens	nl
式	ja
typ	de
場	ja
１日	ja
deel	nl
говорим	ru
xa	xh
合格	ja
数学	ja
озеро	ru
godine	bs
doma	cs
verden	da
sama	ha
時々	ja
火	ja
２人	ja
благодаря	ru
sammen	da
esame	it
piscina	it
参加	ja
残念	ja
無	ja
腕	ja
腹	ja
aşağı	tr
wolken	de
sebagai	id
男性	ja
absolutamente	pt
tina	su
品	ja
滞在	ja
無駄	ja
目的	ja
евро	ru
bilet	tr
musíš	cs
maus	de
herd	en
解決	ja
選手	ja
jus	lt
направо	ru
stor	da
先週	ja
途中	ja
bostonu	pl
бейсбол	ru
sopa	es
¿tú	es
courses	fr
mata	ha
rana	ha
rosa	it
discurso	pt
banka	tr
rom	de
toca	es
bio	hr
primavera	it
村	ja
京都	ja
橋	ja
馬鹿	ja
जाते	mr
建物	ja
教育	ja
湖	ja
秘密	ja
lê	ku
planeta	pt
ari	su
色	ja
nes	lt
која	mk
၎	my
делу	ru
gav	da
pared	es
卵	ja
朝食	ja
枚	ja
речи	ru
banyo	tr
alkohol	de
telefonnummer	de
員	ja
човек	mk
души	ru
parke	tl
bilen	tr
markt	de
daya	ha
bort	hu
夫	ja
歯	ja
взяла	ru
dung	en
忠告	ja
mentir	pt
幸福	ja
高	ja
ឌ	km
dni	pl
musíme	cs
schuldig	de
theorie	de
真実	ja
都市	ja
пара	ru
maniera	it
一般	ja
感謝	ja
inglaterra	pt
джейн	ru
cuma	tr
buku	id
人気	ja
我慢	ja
神	ja
၌	my
leve	pt
abrigo	es
contente	fr
zona	it
無理	ja
ឲ	km
relación	es
maka	ig
inutile	it
教師	ja
vergeet	nl
oğlan	tr
विश्वास	hi
programa	pt
stalo	cs
locale	it
出身	ja
結局	ja
करता	hi
代	ja
冗談	ja
番号	ja
এটি	bn
lave	fr
存在	ja
急	ja
歴史	ja
隣	ja
姿	ja
線	ja
loo	so
kanada	tr
katta	tr
offre	fr
serie	it
以外	ja
影響	ja
春	ja
翻訳	ja
高校	ja
kes	tr
universo	pt
masa	tr
venner	da
نظر	fa
paga	it
全員	ja
帰宅	ja
平和	ja
pedido	pt
pôs	pt
музей	ru
satt	de
gera	is
期待	ja
rond	nl
matar	pt
tomek	eu
半	ja
習慣	ja
treni	tr
bí	yo
dichter	de
زمان	fa
pohár	hu
海外	ja
街	ja
pani	pl
dost	cs
ned	da
poche	fr
掃除	ja
sako	lt
виде	ru
информации	ru
факт	ru
খুব	bn
fil	fr
barba	it
ağrı	tr
تم	ur
sprang	de
حال	fa
berapa	id
lain	id
当然	ja
excelente	pt
talar	sv
sor	tr
tarihi	tr
এখন	bn
pose	fr
până	ro
馬	ja
често	mk
birinci	tr
charakter	de
canta	it
一杯	ja
肉	ja
茶	ja
бутерброд	ru
kara	tr
sel	fr
preparando	it
件	ja
島	ja
eerder	nl
ой	ru
пароль	ru
рис	ru
আছে	as
estúpido	es
pase	es
ebbe	it
recentemente	pt
gammel	da
raro	es
entro	it
reso	it
talento	it
化	ja
требало	mk
француски	mk
nacional	pt
lor	ro
laga	so
grup	tr
आपको	hi
機械	ja
parlak	tr
helt	da
entrada	es
休暇	ja
将来	ja
kocht	nl
гольф	ru
boot	de
demokratie	de
plat	fr
besar	id
posta	it
psa	pl
doce	pt
квартира	ru
носить	ru
kuru	tr
予約	ja
遅刻	ja
yê	ku
destino	pt
medida	pt
museu	pt
церкви	ru
diario	es
billet	fr
informations	fr
تر	ps
markku	de
実行	ja
得意	ja
荷物	ja
議論	ja
pintura	es
不足	ja
地震	ja
seres	pt
горло	ru
marys	de
flor	es
terminer	fr
jika	id
修理	ja
困難	ja
空気	ja
correndo	pt
jadi	su
fela	tn
五	ja
自然	ja
علي	ar
冊	ja
床	ja
援助	ja
状態	ja
郵便	ja
arma	pt
mondiale	fr
द्वारा	hi
嫌	ja
招待	ja
៩	km
americano	pt
portugal	pt
bun	ro
tome	cs
ning	et
fila	it
暇	ja
matka	pl
япония	ru
evim	tr
mannes	de
soi	fr
storie	it
晩	ja
最高	ja
自身	ja
lugares	pt
peixes	pt
prata	sv
値段	ja
昼食	ja
要求	ja
karo	jv
pomoc	pl
кен	ru
ferne	de
cabo	es
domingos	es
perte	fr
nomi	it
森	ja
法	ja
涙	ja
紙	ja
ocupada	pt
pele	pt
pescar	pt
direi	it
famosa	it
hamburger	it
原因	ja
bellen	nl
الله	ar
spanien	de
vimos	es
moda	it
pana	pl
fordi	da
nivel	es
quant	fr
भारत	hi
倍	ja
旅	ja
昼	ja
джексон	ru
чаю	ru
بار	fa
سر	fa
утре	mk
боже	ru
nariz	es
iso	fi
ira	fr
tetapi	id
変	ja
種	ja
約	ja
規則	ja
símbolo	pt
nimeni	ro
energie	de
negara	id
偶然	ja
大統領	ja
diena	lt
кое	ru
večer	cs
kone	da
内	ja
警官	ja
mesmos	pt
últimos	pt
маму	ru
arriba	es
recordar	es
burro	it
turno	it
去年	ja
味	ja
地域	ja
奴	ja
матч	ru
ráno	cs
lacht	de
favorita	es
plantas	es
directeur	fr
populaire	fr
oka	hu
階	ja
rapaz	pt
geniş	tr
kanye	zu
teile	de
mode	fr
riches	fr
会合	ja
単語	ja
壁	ja
engel	de
katten	nl
contato	pt
tău	ro
автобуса	ru
âme	fr
tipi	it
決心	ja
edilmiş	tr
genie	de
corre	es
curioso	it
卒業	ja
国際	ja
法律	ja
mannen	nl
лице	ru
termine	it
年齢	ja
星	ja
ឥ	km
vorige	nl
nich	pl
moisés	pt
mah	su
gedicht	de
dille	it
尊敬	ja
曲	ja
毎朝	ja
趣味	ja
според	mk
samo	pl
tomado	es
dirai	fr
vodka	it
注文	ja
牛乳	ja
部分	ja
ឧ	km
университете	ru
kuri	rw
cesur	tr
kò	yo
hola	es
sean	es
اش	fa
事業	ja
労働	ja
ред	mk
nou	nl
ovo	pt
indi	tr
trai	vi
جداً	ar
koja	bs
decidido	es
pantalon	fr
hallom	hu
premio	it
委員	ja
amigas	pt
preocupe	pt
kör	tr
будеш	uk
začal	cs
samme	da
magen	de
愛	ja
教会	ja
状況	ja
prin	ro
триста	ru
bila	sl
ofte	da
屋	ja
能力	ja
pontos	pt
holde	da
ord	da
dute	eu
匹	ja
若者	ja
tweede	nl
система	ru
trene	tr
universum	de
veste	fr
galera	it
機会	ja
dados	pt
sanat	tr
nimi	fi
relation	fr
事務	ja
発見	ja
砂糖	ja
числа	ru
sida	so
kama	sw
strom	de
completo	es
dita	it
principale	it
敵	ja
física	pt
supermercado	pt
боб	ru
milletten	tr
depende	es
同意	ja
宇宙	ja
направил	mk
ဥ	my
دی	ps
iremos	pt
sade	sv
suya	tr
veren	tr
quinze	fr
tempat	id
火事	ja
詩	ja
読書	ja
財布	ja
cansada	pt
termin	de
construir	es
departamento	es
danse	fr
viva	it
住所	ja
弁護	ja
態度	ja
отиде	mk
echte	nl
soldados	pt
berdeng	tl
син	uk
pullover	de
fumo	it
調子	ja
থাকে।	bn
musel	cs
svoje	cs
pôr	pt
sett	sv
ví	cs
corta	es
１人	ja
وي	ps
красива	ru
ingenting	sv
länge	sv
maandag	nl
språk	sv
i̇kinci	tr
patates	tr
informe	es
rara	es
clients	fr
salon	fr
documento	it
叔父	ja
文化	ja
歌手	ja
barato	pt
tar	sv
visste	sv
دنیا	fa
promenade	fr
calma	it
主義	ja
命	ja
形	ja
携帯	ja
調査	ja
elemento	pt
ju	sk
bagaimana	id
大阪	ja
次第	ja
知識	ja
紹介	ja
гледам	mk
যায়।	bn
zdá	cs
metro	es
vemos	es
finale	it
来年	ja
kraju	pl
mapa	pt
passaporte	pt
чикаго	ru
absolut	de
練習	ja
説得	ja
winkel	nl
portanto	pt
proteger	pt
pri	sk
yìí	yo
pensado	es
rusia	es
nota	it
電気	ja
колата	mk
нечасто	ru
onda	tr
acabado	es
significado	es
人口	ja
国民	ja
奥	ja
熱	ja
週末	ja
săl	ro
сюрприз	ru
boken	sv
yata	tl
corto	es
planes	es
dieta	it
